"","actor.type","year","country","Mood","Polarization"
"194","Citizen",2005,"Nicaragua",1.052295,1.609095
"195","Citizen",2007,"Nicaragua",1.062785,1.751345
"196","Citizen",2008,"Nicaragua",-0.972226,1.391905
"197","Citizen",2009,"Nicaragua",0.822118,1.714025
"198","Citizen",2010,"Nicaragua",0.176709,1.63869
"199","Citizen",2011,"Nicaragua",-0.1660205,1.36567
"200","Citizen",2012,"Nicaragua",-0.686719,1.39844
"201","Citizen",2013,"Nicaragua",0.1286195,1.472765
"202","Citizen",2014,"Nicaragua",0.334255,1.49223
"203","Citizen",1996,"Panama",-0.5463505,1.39148
"204","Citizen",1998,"Panama",-0.914502,1.25744
"205","Citizen",2000,"Panama",-0.0334694,2.17853
"206","Citizen",2001,"Panama",-0.4363935,1.463925
"207","Citizen",2002,"Panama",-0.710873,1.500735
"208","Citizen",2003,"Panama",-1.18523,1.46761
"209","Citizen",2004,"Panama",-0.17599,1.52486
"210","Citizen",2005,"Panama",0.403325,1.837315
"211","Citizen",2007,"Panama",0.654343,1.91736
"212","Citizen",2008,"Panama",-1.063145,1.541255
"213","Citizen",2009,"Panama",0.3363855,1.64789
"214","Citizen",2010,"Panama",0.234693,1.721125
"215","Citizen",2011,"Panama",0.3156785,1.60109
"216","Citizen",2012,"Panama",-0.6543625,1.4664
"217","Citizen",2013,"Panama",-0.5533435,1.559955
"218","Citizen",2014,"Panama",0.381079,1.541195
"219","Citizen",1996,"Paraguay",-0.3416475,1.39671
"220","Citizen",1998,"Paraguay",-0.001698352,1.08553
"221","Citizen",2000,"Paraguay",0.6668585,1.739575
"222","Citizen",2001,"Paraguay",0.46618,1.43035
"223","Citizen",2002,"Paraguay",-0.6475075,1.48165
"224","Citizen",2003,"Paraguay",-0.0867736,1.45103
"225","Citizen",2004,"Paraguay",0.0470827,1.483625
"226","Citizen",2005,"Paraguay",0.38883,1.867175
"227","Citizen",2007,"Paraguay",0.853348,1.794665
"228","Citizen",2008,"Paraguay",-1.08619,1.41208
"229","Citizen",2009,"Paraguay",0.444912,1.73813
"230","Citizen",2010,"Paraguay",-0.0976452,1.563155
"231","Citizen",2011,"Paraguay",0.206294,1.52805
"232","Citizen",2012,"Paraguay",-0.8726885,1.37646
"233","Citizen",2013,"Paraguay",0.536994,1.42627
"234","Citizen",2014,"Paraguay",-0.0672861,1.500355
"235","Citizen",1996,"Peru",-0.6515615,1.407705
"236","Citizen",1998,"Peru",-0.19006,1.07313
"237","Citizen",2000,"Peru",1.08964,1.61446
"238","Citizen",2001,"Peru",-0.311082,1.51875
"239","Citizen",2002,"Peru",-0.5293695,1.51031
"240","Citizen",2003,"Peru",-0.3252585,1.43887
"241","Citizen",2004,"Peru",0.1203095,1.44773
"242","Citizen",2005,"Peru",0.632324,1.878125
"243","Citizen",2007,"Peru",0.9913765,1.808635
"244","Citizen",2008,"Peru",-1.034585,1.487095
"245","Citizen",2009,"Peru",0.5673385,1.8554
"246","Citizen",2010,"Peru",0.203715,1.87241
"247","Citizen",2011,"Peru",-0.200805,1.5155
"248","Citizen",2012,"Peru",-0.372134,1.43328
"249","Citizen",2013,"Peru",-0.01334352,1.46835
"250","Citizen",2014,"Peru",0.1017345,1.468585
"251","Citizen",1996,"Uruguay",-0.620349,1.34916
"252","Citizen",1998,"Uruguay",-0.930209,1.28934
"253","Citizen",2000,"Uruguay",-0.270069,1.962885
"254","Citizen",2001,"Uruguay",-0.4951135,1.469095
"255","Citizen",2002,"Uruguay",-1.452335,1.485865
"256","Citizen",2003,"Uruguay",-0.4506565,1.502245
"257","Citizen",2004,"Uruguay",-0.2491915,1.481665
"258","Citizen",2005,"Uruguay",0.6528515,1.561625
"259","Citizen",2007,"Uruguay",0.6461195,1.73132
"260","Citizen",2008,"Uruguay",-0.9871145,1.429435
"261","Citizen",2009,"Uruguay",0.334049,1.694865
"262","Citizen",2010,"Uruguay",-0.145793,1.507905
"263","Citizen",2011,"Uruguay",-0.0268813,1.362575
"264","Citizen",2012,"Uruguay",-0.6787985,1.3695
"265","Citizen",2013,"Uruguay",0.1847335,1.45136
"266","Citizen",2014,"Uruguay",0.0699116,1.43528
"267","Citizen",1996,"Venezuela",-0.397525,1.43954
"268","Citizen",1998,"Venezuela",-0.1483705,1.131105
"269","Citizen",2000,"Venezuela",0.686916,1.671435
"270","Citizen",2001,"Venezuela",0.007410375,1.537055
"271","Citizen",2002,"Venezuela",-0.441103,1.521275
"272","Citizen",2003,"Venezuela",-0.471,1.52538
"273","Citizen",2004,"Venezuela",0.02433995,1.49362
"274","Citizen",2005,"Venezuela",0.427164,1.70197
"275","Citizen",2007,"Venezuela",0.3548295,1.815415
"276","Citizen",2008,"Venezuela",-0.789596,1.36897
"277","Citizen",2009,"Venezuela",0.08030565,1.75838
"278","Citizen",2010,"Venezuela",0.05799455,1.428025
"279","Citizen",2011,"Venezuela",-0.227467,1.52008
"280","Citizen",2012,"Venezuela",-0.09189665,1.50993
"281","Citizen",2013,"Venezuela",0.111575,1.464165
"282","Citizen",2014,"Venezuela",0.8201545,1.48833
"283","Legislator",1995,"Argentina",0.987943,1.59144
"284","Legislator",1997,"Argentina",0.0544683,0.6278305
"285","Legislator",2003,"Argentina",0.110471,1.378325
"286","Legislator",2005,"Argentina",0.0430936,2.006475
"287","Legislator",2009,"Argentina",-0.9799755,2.19736
"288","Legislator",1993,"Bolivia",0.8283595,1.39754
"289","Legislator",1997,"Bolivia",-0.03260045,0.710087
"290","Legislator",2002,"Bolivia",0.001887945,1.54112
"291","Legislator",2006,"Bolivia",-0.0336155,1.708965
"292","Legislator",2003,"Brazil",0.1732555,1.337675
"293","Legislator",2007,"Brazil",0.3229435,1.74075
"294","Legislator",2013,"Brazil",1.2305,1.315215
"295","Legislator",1993,"Chile",1.75723,1.715155
"296","Legislator",1997,"Chile",0.2162955,0.515433
"297","Legislator",2002,"Chile",0.783541,1.239605
"298","Legislator",2006,"Chile",1.37096,1.495635
"299","Legislator",2010,"Chile",0.750417,1.859655
"300","Legislator",1998,"Colombia",-0.3179625,0.9026555
"301","Legislator",2002,"Colombia",0.0779362,2.09673
"302","Legislator",2006,"Colombia",0.03318035,1.733805
"303","Legislator",2010,"Colombia",-0.260476,2.605935
"304","Legislator",1994,"CostaRica",0.4875215,1.78791
"305","Legislator",1998,"CostaRica",-0.212074,0.814005
"306","Legislator",2002,"CostaRica",0.0340438,1.582995
"307","Legislator",2006,"CostaRica",-0.107447,1.450555
"308","Legislator",2010,"CostaRica",-0.4794645,1.79584
"309","Legislator",1994,"DominicanRep",-0.1627855,1.946095
"310","Legislator",1998,"DominicanRep",-0.5187065,0.951985
"311","Legislator",2002,"DominicanRep",-0.728094,1.50665
"312","Legislator",2006,"DominicanRep",0.4407195,1.576005
"313","Legislator",2010,"DominicanRep",0.187694,2.0219
"314","Legislator",1996,"Ecuador",0.7058485,1.8344
"315","Legislator",1998,"Ecuador",0.07429775,0.6199035
"316","Legislator",2002,"Ecuador",-0.3904455,1.487875
"317","Legislator",2007,"Ecuador",-1.005865,1.70464
"318","Legislator",2009,"Ecuador",-1.37602,1.675885
"319","Legislator",1994,"ElSalvador",0.671133,1.803655
"320","Legislator",1997,"ElSalvador",0.02319295,0.6560335
"321","Legislator",2000,"ElSalvador",-0.0802421,0.7205415
"322","Legislator",2003,"ElSalvador",0.3332225,1.40807
"323","Legislator",2009,"ElSalvador",-0.6621875,1.758875
"324","Legislator",1995,"Guatemala",0.221528,0.513842
"325","Legislator",2000,"Guatemala",0.419112,1.331405
"326","Legislator",2004,"Guatemala",0.409919,1.47851
"327","Legislator",2008,"Guatemala",0.6753855,1.517085
"328","Legislator",2012,"Guatemala",0.6569075,1.699775
"329","Legislator",1994,"Honduras",0.07268255,1.99037
"330","Legislator",1997,"Honduras",0.176012,0.5411065
"331","Legislator",2002,"Honduras",0.3695145,1.438555
"332","Legislator",2006,"Honduras",-0.0293546,1.41515
"333","Legislator",2010,"Honduras",0.838972,1.80796
"334","Legislator",1994,"Mexico",0.7105255,1.709615
"335","Legislator",1997,"Mexico",-0.1137445,0.7472415
"336","Legislator",2000,"Mexico",-0.08737085,0.739613
"337","Legislator",2003,"Mexico",0.192327,1.808125
"338","Legislator",2006,"Mexico",-0.2029195,1.33919
"339","Legislator",2009,"Mexico",0.0910854,1.546455
"340","Legislator",1996,"Nicaragua",-0.000197557,0.69099
"341","Legislator",2002,"Nicaragua",0.296426,1.67747
"342","Legislator",2007,"Nicaragua",0.3347175,1.409455
"343","Legislator",1999,"Panama",0.727358,1.511995
"344","Legislator",2004,"Panama",0.4704315,1.7306
"345","Legislator",2009,"Panama",-1.042995,1.67779
"346","Legislator",1993,"Paraguay",0.70021,1.68007
"347","Legislator",1998,"Paraguay",0.1510465,0.5628855
"348","Legislator",2003,"Paraguay",-0.1165245,1.548225
"349","Legislator",2008,"Paraguay",0.202166,1.25784
"350","Legislator",1995,"Peru",1.520035,1.75169
"351","Legislator",2001,"Peru",0.0582829,0.614068
"352","Legislator",2006,"Peru",0.6715845,1.641765
"353","Legislator",1995,"Uruguay",0.6802685,1.700175
"354","Legislator",2000,"Uruguay",-0.0271874,0.670745
"355","Legislator",2005,"Uruguay",-0.1044705,1.54229
"356","Legislator",2009,"Uruguay",-1.22339,2.210365
"357","Legislator",1993,"Venezuela",0.851506,1.795335
"358","Legislator",2000,"Venezuela",0.100703,0.59801
"359","Senator",1995,"Argentina",1.12274,1.584855
"360","Senator",1997,"Argentina",0.1180415,0.5855345
"361","Senator",2003,"Argentina",0.154446,1.31119
"362","Senator",2005,"Argentina",0.0248817,2.041175
"363","Senator",2009,"Argentina",-1.236875,2.091115
"364","Senator",1993,"Bolivia",0.895787,1.40303
"365","Senator",1997,"Bolivia",-0.000148769,0.694324
"366","Senator",2002,"Bolivia",0.08177,1.511475
"367","Senator",2006,"Bolivia",0.0919314,1.645455
"368","Senator",2003,"Brazil",0.206598,1.29872
"369","Senator",2007,"Brazil",0.441276,1.758135
"370","Senator",2013,"Brazil",1.150665,1.30655
"371","Senator",1993,"Chile",1.80471,1.735955
"372","Senator",1997,"Chile",0.2035665,0.539345
"373","Senator",2002,"Chile",0.587172,1.25619
"374","Senator",2006,"Chile",1.195605,1.51442
"375","Senator",2010,"Chile",0.839799,1.773195
"376","Senator",1998,"Colombia",-0.307823,0.883105
"377","Senator",2002,"Colombia",-0.7655295,1.957575
"378","Senator",2006,"Colombia",-0.09902665,1.74919
"379","Senator",2010,"Colombia",-0.4150835,2.734495
"380","Senator",1994,"DominicanRep",-0.240065,1.981605
"381","Senator",1998,"DominicanRep",-0.5824655,1.05233
"382","Senator",2002,"DominicanRep",-1.016265,1.502035
"383","Senator",2006,"DominicanRep",0.3385615,1.582535
"384","Senator",2010,"DominicanRep",0.1009225,2.029155
"385","Senator",1994,"Mexico",0.7445955,1.782365
"386","Senator",1997,"Mexico",-0.06925005,0.715799
"387","Senator",2000,"Mexico",-0.117988,0.7317465
"388","Senator",2003,"Mexico",0.316947,1.68487
"389","Senator",2006,"Mexico",-0.00557455,1.363495
"390","Senator",2009,"Mexico",0.356567,1.611195
"391","Senator",1993,"Paraguay",0.716191,1.690905
"392","Senator",1998,"Paraguay",0.1374205,0.586271
"393","Senator",2003,"Paraguay",-0.0476363,1.577835
"394","Senator",2008,"Paraguay",0.2126455,1.270915
"395","Senator",1995,"Uruguay",0.732622,1.699405
"396","Senator",2000,"Uruguay",0.03086415,0.6597505
"397","Senator",2005,"Uruguay",-0.166014,1.546505
"398","Senator",2009,"Uruguay",-1.16671,2.156315
