"","actor.type","year","country","Mood","Polarization"
"273","Citizen",2004,"Uruguay",-0.3379805,1.45889
"274","Citizen",2005,"Uruguay",1.269085,1.589015
"275","Citizen",2006,"Uruguay",0.34426,1.42685
"276","Citizen",2007,"Uruguay",1.101365,1.958
"277","Citizen",2008,"Uruguay",-0.8082605,1.376745
"278","Citizen",2009,"Uruguay",0.7423255,1.927005
"279","Citizen",2010,"Uruguay",0.3437765,1.537075
"280","Citizen",2011,"Uruguay",0.211984,1.368945
"281","Citizen",2012,"Uruguay",-0.4332735,1.482625
"282","Citizen",2013,"Uruguay",-0.09186035,1.392865
"283","Citizen",2014,"Uruguay",0.269542,1.55547
"284","Citizen",1996,"Venezuela",-0.550061,1.430335
"285","Citizen",1998,"Venezuela",0.07093265,1.1372
"286","Citizen",2000,"Venezuela",0.8390935,1.895255
"287","Citizen",2001,"Venezuela",-0.06886935,1.976855
"288","Citizen",2002,"Venezuela",-0.771476,1.567945
"289","Citizen",2003,"Venezuela",-1.419845,1.211455
"290","Citizen",2004,"Venezuela",-0.218137,1.431215
"291","Citizen",2005,"Venezuela",0.4548685,1.857905
"292","Citizen",2006,"Venezuela",0.5687355,1.50568
"293","Citizen",2007,"Venezuela",0.762654,2.450565
"294","Citizen",2008,"Venezuela",-1.13999,1.236025
"295","Citizen",2009,"Venezuela",-0.146374,2.223285
"296","Citizen",2010,"Venezuela",0.0680254,1.577895
"297","Citizen",2011,"Venezuela",-0.3328175,1.529665
"298","Citizen",2012,"Venezuela",-0.228275,1.41453
"299","Citizen",2013,"Venezuela",-0.2116925,1.54146
"300","Citizen",2014,"Venezuela",0.8464265,1.54844
"301","Legislator",1995,"Argentina",1.85156,1.19914
"302","Legislator",1997,"Argentina",1.01502,0.507079
"303","Legislator",2003,"Argentina",0.6583065,1.06324
"304","Legislator",2005,"Argentina",-0.0306223,2.646005
"305","Legislator",2009,"Argentina",-0.8905255,2.335865
"306","Legislator",1993,"Bolivia",1.70043,0.8484125
"307","Legislator",1997,"Bolivia",0.112181,0.8229215
"308","Legislator",2002,"Bolivia",-0.383592,1.3668
"309","Legislator",2006,"Bolivia",-0.257084,1.825885
"310","Legislator",2003,"Brazil",-0.01087375,1.30829
"311","Legislator",2007,"Brazil",-0.0720432,2.08147
"312","Legislator",2013,"Brazil",1.67065,1.20293
"313","Legislator",1993,"Chile",1.94826,1.39965
"314","Legislator",1997,"Chile",0.609787,0.524066
"315","Legislator",2002,"Chile",0.680194,1.28441
"316","Legislator",2006,"Chile",0.819533,1.778835
"317","Legislator",2010,"Chile",0.3914995,2.162405
"318","Legislator",1998,"Colombia",-0.00460333,0.743796
"319","Legislator",2002,"Colombia",0.448814,1.41567
"320","Legislator",2006,"Colombia",0.389388,1.621085
"321","Legislator",2010,"Colombia",-0.4422455,2.68738
"322","Legislator",1994,"CostaRica",0.577106,1.844515
"323","Legislator",1998,"CostaRica",-0.5968875,0.641966
"324","Legislator",2002,"CostaRica",-0.009936015,1.722755
"325","Legislator",2006,"CostaRica",0.136758,1.49166
"326","Legislator",2010,"CostaRica",-0.805438,1.85829
"327","Legislator",1994,"DominicanRep",0.1579065,2.098785
"328","Legislator",1998,"DominicanRep",0.1238855,0.7913835
"329","Legislator",2002,"DominicanRep",0.0826871,1.217945
"330","Legislator",2006,"DominicanRep",0.724153,1.499185
"331","Legislator",2010,"DominicanRep",-0.1032975,2.319075
"332","Legislator",1996,"Ecuador",1.318915,1.675625
"333","Legislator",1998,"Ecuador",0.3566355,0.3855515
"334","Legislator",2002,"Ecuador",-0.02678265,1.502945
"335","Legislator",2007,"Ecuador",-0.8218745,1.782715
"336","Legislator",2009,"Ecuador",-1.365255,1.707865
"337","Legislator",1994,"ElSalvador",0.9643845,2.20323
"338","Legislator",1997,"ElSalvador",0.429349,0.6040265
"339","Legislator",2000,"ElSalvador",0.139567,0.7997535
"340","Legislator",2003,"ElSalvador",0.3902655,1.389455
"341","Legislator",2009,"ElSalvador",-0.8316055,2.013995
"342","Legislator",1995,"Guatemala",0.07987855,0.434303
"343","Legislator",2000,"Guatemala",0.6279225,1.278185
"344","Legislator",2004,"Guatemala",0.4200735,1.41289
"345","Legislator",2008,"Guatemala",0.8908355,1.477565
"346","Legislator",2012,"Guatemala",0.430082,2.0735
"347","Legislator",1994,"Honduras",0.1533905,1.716565
"348","Legislator",1997,"Honduras",-0.2019015,0.393076
"349","Legislator",2002,"Honduras",0.392631,1.39813
"350","Legislator",2006,"Honduras",-0.074555,1.405595
"351","Legislator",2010,"Honduras",0.574381,2.44317
"352","Legislator",1994,"Mexico",1.24351,1.415695
"353","Legislator",1997,"Mexico",0.639343,0.5628815
"354","Legislator",2000,"Mexico",0.648535,0.5652055
"355","Legislator",2003,"Mexico",0.528232,1.12086
"356","Legislator",2006,"Mexico",-0.264814,1.423635
"357","Legislator",2009,"Mexico",-0.6359845,1.957785
"358","Legislator",1996,"Nicaragua",-0.249247,0.553291
"359","Legislator",2002,"Nicaragua",0.2283445,1.86823
"360","Legislator",2007,"Nicaragua",0.3025035,1.47799
"361","Legislator",1999,"Panama",1.45179,1.38965
"362","Legislator",2004,"Panama",1.21885,1.578045
"363","Legislator",2009,"Panama",-0.84025,1.56989
"364","Legislator",1993,"Paraguay",1.563475,1.32458
"365","Legislator",1998,"Paraguay",0.4391965,0.6263865
"366","Legislator",2003,"Paraguay",-0.3757215,1.82793
"367","Legislator",2008,"Paraguay",0.5919015,1.19269
"368","Legislator",1995,"Peru",1.71474,1.802335
"369","Legislator",2001,"Peru",-0.304662,0.5772315
"370","Legislator",2006,"Peru",0.624763,2.01107
"371","Legislator",1995,"Uruguay",1.13747,1.907535
"372","Legislator",2000,"Uruguay",0.3883435,0.749433
"373","Legislator",2005,"Uruguay",0.18117,1.616755
"374","Legislator",2009,"Uruguay",-1.24253,2.06855
"375","Legislator",1993,"Venezuela",1.292635,1.6141
"376","Legislator",2000,"Venezuela",0.0460012,0.9399825
"377","Senator",1995,"Argentina",2.03409,1.125505
"378","Senator",1997,"Argentina",1.037385,0.502095
"379","Senator",2003,"Argentina",0.6771635,0.9908625
"380","Senator",2005,"Argentina",-0.022653,2.641895
"381","Senator",2009,"Argentina",-1.05795,2.27993
"382","Senator",1993,"Bolivia",1.78636,0.814044
"383","Senator",1997,"Bolivia",0.142934,0.821835
"384","Senator",2002,"Bolivia",-0.2500755,1.45289
"385","Senator",2006,"Bolivia",-0.0968132,1.801165
"386","Senator",2003,"Brazil",0.02890025,1.202535
"387","Senator",2007,"Brazil",0.06851075,2.049575
"388","Senator",2013,"Brazil",1.63577,1.24884
"389","Senator",1993,"Chile",1.98776,1.35844
"390","Senator",1997,"Chile",0.588802,0.5383775
"391","Senator",2002,"Chile",0.5759085,1.137645
"392","Senator",2006,"Chile",0.6302025,1.919075
"393","Senator",2010,"Chile",0.4793285,2.10373
"394","Senator",1998,"Colombia",0.1103865,0.673533
"395","Senator",2002,"Colombia",-0.419715,1.55055
"396","Senator",2006,"Colombia",0.3062635,1.546125
"397","Senator",2010,"Colombia",-0.628054,2.66286
"398","Senator",1994,"DominicanRep",0.164739,2.11605
"399","Senator",1998,"DominicanRep",0.07123525,0.790435
"400","Senator",2002,"DominicanRep",-0.234807,1.1701
"401","Senator",2006,"DominicanRep",0.683622,1.49096
"402","Senator",2010,"DominicanRep",-0.2989095,2.528385
"403","Senator",1994,"Mexico",1.2399,1.445335
"404","Senator",1997,"Mexico",0.693216,0.556346
"405","Senator",2000,"Mexico",0.626273,0.5815715
"406","Senator",2003,"Mexico",0.6428055,0.998805
"407","Senator",2006,"Mexico",-0.0103604,1.41857
"408","Senator",2009,"Mexico",-0.404653,2.15121
"409","Senator",1993,"Paraguay",1.55327,1.385025
"410","Senator",1998,"Paraguay",0.431703,0.6416105
"411","Senator",2003,"Paraguay",-0.265783,1.79966
"412","Senator",2008,"Paraguay",0.6687645,1.164995
"413","Senator",1995,"Uruguay",1.220945,1.963555
"414","Senator",2000,"Uruguay",0.4263675,0.776062
"415","Senator",2005,"Uruguay",0.06937645,1.63565
"416","Senator",2009,"Uruguay",-1.24111,2.075065
