"country","year","type","mood1990","Heterogeneity1990","LH_clust","UH_clust","E_clust","Cit_pref","Cit_pref_het","ExecGroup","LegGroup","SenGroup","Lpref","Epref","ExecParty_pref","MedianParty_pref","LEDist","gdp2y","infl2y","unemp2y","decade","lag_policy","ChangePolicy","lag_Cit_pref","ChangeCitPref","lag_ChangeCitPref","lag_Cit_pref_het","oo_cong","mo_cong","ProcessName","ProcessNumberAll","ProcessCollapsed"
"Argentina",2008,"Policy",1.77831566685544,1,"LH-Limited powers","UH-Limited powers","Proactive president",-0.605354708226063,1.81623937065483,6,2,5,-0.492601982238554,-0.335714124813142,-0.152376454496954,-0.115591681954721,0.156887857425412,4.4392,-0.222458279790949,8.1500000955,"2000",1.76772368707242,0.0105919797830201,0.28671107720186,-0.892065785427923,-0.437663884802856,4.32727021465909,0.401347791761387,0.905478888950851,"LH-Limited powers:UH-Limited powers:Proactive president",12,7
"Argentina",2009,"Policy",1.767302677462,1,"LH-Limited powers","UH-Limited powers","Proactive president",0.435104113660521,3.735477874676,6,2,5,-0.573747508354719,0.549275829677525,-0.0672670603597222,-0.00224409449999999,1.12302333803224,0.5256885,-0.2272369496037,8.200000286,"2000",1.77831566685544,-0.0110129893934401,-0.605354708226063,1.04045882188658,-0.892065785427923,1.81623937065483,0.296502100759929,0.354678227950498,"LH-Limited powers:UH-Limited powers:Proactive president",12,7
"Argentina",2010,"Policy",1.05027560827715,1,"LH-Limited powers","UH-Limited powers","Proactive president",0.46715396064473,2.1660521244623,6,2,5,-0.573747508354719,0.549275829677525,-0.0672670603597222,-0.00224409449999999,1.12302333803224,3.6765735,-0.223727613959961,8.150000095,"2010",1.767302677462,-0.71702706918485,0.435104113660521,0.032049846984209,1.04045882188658,3.735477874676,0.619129301955243,0.976734158090411,"LH-Limited powers:UH-Limited powers:Proactive president",12,7
"Argentina",2011,"Policy",1.08625283296486,1,"LH-Limited powers","UH-Limited powers","Proactive president",0.302858812784024,1.82705708809049,6,2,5,-0.573747508354719,0.549275829677525,-0.0672670603597222,-0.00224409449999999,1.12302333803224,7.79283,-0.217175609646384,7.449999809,"2010",1.05027560827715,0.0359772246877099,0.46715396064473,-0.164295147860706,0.032049846984209,2.1660521244623,0.617627506939724,0.915552643217023,"LH-Limited powers:UH-Limited powers:Proactive president",12,7
"Argentina",2012,"Policy",1.08633028540506,1,"LH-Limited powers","UH-Limited powers","Proactive president",-0.587765487548001,1.80616895146253,6,2,5,-0.573747508354719,0.549275829677525,-0.0672670603597222,-0.00224409449999999,1.12302333803224,3.5047695,-0.217959610162538,7.199999809,"2010",1.08625283296486,7.74524402000765e-05,0.302858812784024,-0.890624300332025,-0.164295147860706,1.82705708809049,0.560704230682408,0.835719394760883,"LH-Limited powers:UH-Limited powers:Proactive president",12,7
"Argentina",2013,"Policy",1.05114926373011,1,"LH-Limited powers","UH-Limited powers","Proactive president",-0.0368574137355961,2.18821022317711,6,2,5,-0.573747508354719,0.549275829677525,-0.0672670603597222,-0.00224409449999999,1.12302333803224,0.7813845,-0.216391609130229,7.149999857,"2010",1.08633028540506,-0.03518102167495,-0.587765487548001,0.550908073812405,-0.890624300332025,1.80616895146253,0.378943654589701,0.526052144407283,"LH-Limited powers:UH-Limited powers:Proactive president",12,7
"Argentina",2014,"Policy",0.933829993749881,1,"LH-Limited powers","UH-Limited powers","Proactive president",-0.205657711484923,1.9849728652064,6,2,5,-0.573747508354719,0.549275829677525,-0.0672670603597222,-0.00224409449999999,1.12302333803224,0.617453,-0.195260928551969,7.649999857,"2010",1.05114926373011,-0.117319269980229,-0.0368574137355961,-0.168800297749327,0.550908073812405,2.18821022317711,0.507437149190476,0.840374737121205,"LH-Limited powers:UH-Limited powers:Proactive president",12,7
"Bolivia",1997,"Policy",1.27569737480066,1,"LH-Except budget","UH-Except budget","Weak president",0.50990704994614,0.612385489648137,4,2,5,0.833870802088292,3.46023085744883,0.00502658333333333,-0.05831,2.62636005536054,2.615775,0.274204560114436,4.75,"1990",1.16251529401142,0.11318208078924,NA,NA,NA,NA,NA,NA,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",1998,"Policy",2.14755647048215,1,"LH-Except budget","UH-Except budget","Weak president",0.936608514485971,0.849540833197834,4,2,5,0.678186052995121,3.64438878093682,0.0279947808254683,-0.053213986013986,2.9662027279417,2.95218,-0.203357448888697,3.9000000955,"1990",1.27569737480066,0.87185909568149,0.50990704994614,0.426701464539831,NA,0.612385489648137,0.379125441089432,0.129113454707834,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",1999,"Policy",2.13828345411967,1,"LH-Except budget","UH-Except budget","Weak president",0.981873694308627,2.13805321723361,4,2,5,0.548893937434915,3.68258287419331,0.0632195549821236,-0.0334261748251748,3.1336889367584,0.7513,-0.45919423942609,3.9000000955,"1990",2.14755647048215,-0.00927301636248012,0.936608514485971,0.0452651798226558,0.426701464539831,0.849540833197834,0.454199655906686,0.360208404258749,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2000,"Policy",2.09088925251353,1,"LH-Except budget","UH-Except budget","Weak president",0.86133771575773,3.9130470877516,4,2,5,0.443261743841982,3.57540994594742,0.0991668838037993,-0.00885537062937065,3.13214820210544,-0.456421,-0.76720166960248,4.550000191,"2000",2.13828345411967,-0.0473942016061399,0.981873694308627,-0.120535978550897,0.0452651798226558,2.13805321723361,0.474154871029569,0.77006632633103,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2001,"Policy",2.09222143435986,1,"LH-Except budget","UH-Except budget","Weak president",0.672426562355644,3.04548682806613,4,2,5,0.358556760650629,3.32346680492824,0.124302745290995,0.0105896223776224,2.96491004427761,0.1934355,-0.823385435367555,5.100000143,"2000",2.09088925251353,0.0013321818463301,0.86133771575773,-0.188911153402086,-0.120535978550897,3.9130470877516,0.448252856776685,0.924718219689875,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2002,"Policy",2.01638833870174,1,"LH-Except budget","UH-Except budget","Weak president",0.178477924312522,2.19030193344111,4,2,5,0.292046276295166,2.92735025986488,0.127093117444211,0.015,2.63530398356971,0.2164995,-1.19259303896662,5.400000095,"2000",2.09222143435986,-0.0758330956581199,0.672426562355644,-0.493948638043122,-0.188911153402086,3.04548682806613,0.426628117442622,0.838439480048673,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2003,"Policy",2.04248691766524,1,"LH-Except budget","UH-Except budget","Weak president",-0.211364319295674,1.54507800435469,4,2,5,0.240997579209901,2.38765711948644,0.0960039782639469,-0.00553304195804193,2.14665954027654,0.753351,-1.01802205248228,5.400000095,"2000",2.01638833870174,0.0260985789635,0.178477924312522,-0.389842243608196,-0.493948638043122,2.19030193344111,0.349160914760034,0.58005165982878,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2004,"Policy",2.02273337506058,1,"LH-Except budget","UH-Except budget","Weak president",0.105959678276271,1.82134251886136,4,2,5,0.202677957829141,1.70498419252203,0.0195013057507026,-0.0609183076923076,1.50230623469289,1.612973,-0.664866953387523,4.850000143,"2000",2.04248691766524,-0.01975354260466,-0.211364319295674,0.317323997571945,-0.389842243608196,1.54507800435469,0.309205254295526,0.313836079611655,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2005,"Policy",2.06547541695487,1,"LH-Except budget","UH-Except budget","Weak president",0.677459408166347,3.2961712625597,4,2,3,0.174354700587197,0.879928287700748,-0.113948922095022,-0.161064601398601,0.705573587113551,2.48154,-0.45819095789457,4.850000143,"2000",2.02273337506058,0.0427420418942899,0.105959678276271,0.571499729890076,0.317323997571945,1.82134251886136,0.337893117759358,0.480831425489529,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2006,"Policy",2.02088472764526,1,"LH-Except budget","UH-Except budget","Weak president",0.421913114400564,2.59193679839348,4,2,3,0.153295095918375,-0.0869137862482998,-0.315880727272727,-0.315880727272727,0.240208882166675,2.815675,-0.474243462398877,5.350000143,"2000",2.06547541695487,-0.0445906893096097,0.677459408166347,-0.255546293765783,0.571499729890076,3.2961712625597,0.426725781140899,0.830554267575086,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2007,"Policy",2.0200331805724,1,"LH-Except budget","UH-Except budget","Weak president",0.697523995319321,5.15550233652801,4,2,3,0.153295095918375,-0.0869137862482998,-0.315880727272727,-0.315880727272727,0.240208882166675,2.913545,-0.143160556997546,5.25,"2000",2.02088472764526,-0.000851547072860281,0.421913114400564,0.275610880918757,-0.255546293765783,2.59193679839348,0.384893682559265,0.733601523448623,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2008,"Policy",2.02041679232492,1,"LH-Except budget","UH-Except budget","Weak president",-0.162065431885626,1.2049047969893,4,2,3,0.153295095918375,-0.0869137862482998,-0.315880727272727,-0.315880727272727,0.240208882166675,3.60484,0.833032373170624,4.049999952,"2000",2.0200331805724,0.000383611752519997,0.697523995319321,-0.859589427204947,0.275610880918757,5.15550233652801,0.430497697220071,0.942838688690767,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2009,"Policy",1.80430970266728,1,"LH-Except budget","UH-Except budget","Weak president",0.764796096877756,3.78807735500823,4,2,3,0.153295095918375,-0.0869137862482998,-0.315880727272727,-0.315880727272727,0.240208882166675,3.035455,0.296276753807859,3.150000095,"2000",2.02041679232492,-0.21610708965764,-0.162065431885626,0.926861528763382,-0.859589427204947,1.2049047969893,0.337111779407739,0.270324361293461,"LH-Except budget:UH-Except budget:Weak president",1,1
"Bolivia",2010,"Policy",1.26412451205955,1,"LH-Only budget","UH-Only budget","Weak president",0.538272082451547,2.17981446431811,4,2,3,0.153295095918375,-0.0869137862482998,-0.315880727272727,-0.315880727272727,0.240208882166675,2.063515,-0.858500288970726,3.3500000235,"2010",1.80430970266728,-0.54018519060773,0.764796096877756,-0.226524014426209,0.926861528763382,3.78807735500823,0.666965282505334,0.984159944631223,"LH-Only budget:UH-Only budget:Weak president",3,2
"Bolivia",2011,"Policy",1.28440171010232,1,"LH-Only budget","UH-Only budget","Weak president",0.506503888731101,2.23729191403144,4,2,3,0.153295095918375,-0.0869137862482998,-0.315880727272727,-0.315880727272727,0.240208882166675,2.993375,-0.203357448888697,3,"2010",1.26412451205955,0.0202771980427701,0.538272082451547,-0.031768193720446,-0.226524014426209,2.17981446431811,0.572695167738143,0.889657921287471,"LH-Only budget:UH-Only budget:Weak president",3,2
"Bolivia",2012,"Policy",1.26837783083867,1,"LH-Only budget","UH-Only budget","Weak president",-0.235583010794987,2.01907736487889,4,2,3,NA,NA,NA,NA,NA,3.504065,-0.000694579521820893,2.700000048,"2010",1.28440171010232,-0.01602387926365,0.506503888731101,-0.742086899526088,-0.031768193720446,2.23729191403144,0.567577495813231,0.90942882343237,"LH-Only budget:UH-Only budget:Weak president",3,2
"Bolivia",2013,"Policy",1.18139253163485,1,"LH-Only budget","UH-Only budget","Weak president",0.944792020751787,2.45510410244855,4,2,3,NA,NA,NA,NA,NA,4.30757,-0.416053133570765,2.6499999765,"2010",1.26837783083867,-0.08698529920382,-0.235583010794987,1.18037503154677,-0.742086899526088,2.01907736487889,0.413740223037044,0.691686502037203,"LH-Only budget:UH-Only budget:Weak president",3,2
"Bolivia",2014,"Policy",1.2363327368158,1,"LH-Only budget","UH-Only budget","Weak president",0.148450077092709,2.11186633360431,4,2,3,NA,NA,NA,NA,NA,4.49221,-0.290642942130866,2.6499999765,"2010",1.18139253163485,0.05494020518095,0.944792020751787,-0.796341943659078,1.18037503154677,2.45510410244855,0.774269047473403,0.999754689223609,"LH-Only budget:UH-Only budget:Weak president",3,2
"Brazil",1996,"Policy",1.1187139091526,1,"LH-Only budget","UH-Only budget","Proactive president",-0.0939420363428832,1.80328974625673,4,1,5,NA,NA,NA,NA,NA,1.7241875,-0.371178900502913,6.4000000955,"1990",1.10717416499514,0.0115397441574598,NA,NA,NA,NA,NA,NA,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",1997,"Policy",1.14456346572113,1,"LH-Only budget","UH-Only budget","Proactive president",0.441097076065245,0.673716399561923,4,1,5,NA,NA,NA,NA,NA,1.2158175,-0.409308156100619,7.25,"1990",1.1187139091526,0.0258495565685302,-0.0939420363428832,0.535039112408128,NA,1.80328974625673,0.446726621434681,0.681727931193531,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",1998,"Policy",1.14727054159209,1,"LH-Only budget","UH-Only budget","Proactive president",0.763188266662485,0.760002361599227,4,1,5,NA,NA,NA,NA,NA,0.297345,-0.417414172524234,8.299999714,"1990",1.14456346572113,0.00270707587095997,0.441097076065245,0.32209119059724,0.535039112408128,0.673716399561923,0.586106876120719,0.48651136867672,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",1999,"Policy",1.1343989607072,1,"LH-Only budget","UH-Only budget","Proactive president",0.904727067895076,1.46069446121118,4,1,5,NA,NA,NA,NA,NA,-1.13284,-0.418750116313795,9.25,"1990",1.14727054159209,-0.01287158088489,0.763188266662485,0.141538801232591,0.32209119059724,0.760002361599227,0.729282526998284,0.812160529643961,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2000,"Policy",1.14662025956127,1,"LH-Only budget","UH-Only budget","Proactive president",0.871040150109156,2.43839358600679,4,1,5,NA,NA,NA,NA,NA,0.746065,-0.416271843776639,9.5500001905,"2000",1.1343989607072,0.01222129885407,0.904727067895076,-0.03368691778592,0.141538801232591,1.46069446121118,0.805222225800549,0.980127456366693,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2001,"Policy",1.15120714195836,1,"LH-Only budget","UH-Only budget","Proactive president",0.741893554426144,2.38276344167509,4,1,5,NA,NA,NA,NA,NA,1.355271,-0.414993984499668,9.4000000955,"2000",1.14662025956127,0.00458688239709004,0.871040150109156,-0.129146595683012,-0.03368691778592,2.43839358600679,0.781148089559392,0.992980198675223,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2002,"Policy",1.09931199544767,1,"LH-Only budget","UH-Only budget","Proactive president",0.695653702374512,1.97300574282267,4,1,5,NA,NA,NA,NA,NA,0.857971,-0.414083993802431,9.200000286,"2000",1.15120714195836,-0.05189514651069,0.741893554426144,-0.0462398520516321,-0.129146595683012,2.38276344167509,0.736692511151867,0.98014069054781,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2003,"Policy",2.14869220464557,1,"LH-Only budget","UH-Only budget","Proactive president",0.427702397753552,1.04414152833472,4,1,5,0.540018493700911,1.37283603004211,-0.3055468,-0.0454815142857143,0.832817536341199,0.638308,-0.409004825868207,9.400000095,"2000",1.09931199544767,1.0493802091979,0.695653702374512,-0.26795130462096,-0.0462398520516321,1.97300574282267,0.407657686201903,0.654084255575214,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2004,"Policy",2.15045921332125,1,"LH-Only budget","UH-Only budget","Proactive president",0.644715648989904,1.68485251795544,4,1,5,0.622775197041096,1.75293519821292,-0.210288286246875,0.0433066537271205,1.13016000117183,2.032403,-0.410198785293659,9.299999714,"2000",2.14869220464557,0.00176700867568025,0.427702397753552,0.217013251236352,-0.26795130462096,1.04414152833472,0.367274812896391,0.262689454334378,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2005,"Policy",2.15028796834601,1,"LH-Only budget","UH-Only budget","Proactive president",1.19144567173826,1.9439445826687,4,1,5,0.724365858825796,2.02144162208915,-0.126596402216667,0.117089030752976,1.29707576326335,3.127375,-0.415258591723687,9.099999905,"2000",2.15045921332125,-0.000171244975240015,0.644715648989904,0.546730022748356,0.217013251236352,1.68485251795544,0.399110411730995,0.567078904583632,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2006,"Policy",2.15011029452995,1,"LH-Only budget","UH-Only budget","Proactive president",0.737701977543717,2.46440676658619,4,1,5,0.844790479055014,2.17835530167079,-0.054471147909375,0.175865616791853,1.33356482261578,2.32953,-0.416820419728874,8.849999905,"2000",2.15028796834601,-0.000177673816060153,1.19144567173826,-0.453743694194543,0.546730022748356,1.9439445826687,0.51055192826973,0.807193611365679,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2007,"Policy",2.15111801671419,1,"LH-Only budget","UH-Only budget","Proactive president",1.54352004133606,5.51249990943315,4,1,5,0.984049057728747,2.22367623695785,0.00608747667499998,0.21963641184375,1.2396271792291,3.837595,-0.418905008347367,8.25,"2000",2.15011029452995,0.00100772218423995,0.737701977543717,0.805818063792343,-0.453743694194543,2.46440676658619,0.41435044093919,0.748523274173215,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2008,"Policy",2.20748527012234,1,"LH-Only budget","UH-Only budget","Proactive president",0.282818870078047,0.837419908225625,4,1,5,1.142141594847,2.15740442795033,0.0550794715364583,0.248401415908668,1.01526283310333,4.4735,-0.417936933137541,7.600000143,"2000",2.15111801671419,0.0563672534081503,1.54352004133606,-1.26070117125801,0.805818063792343,5.51249990943315,0.600974096513672,0.987785022678909,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2009,"Policy",2.20448844050812,1,"LH-Only budget","UH-Only budget","Proactive president",1.31247797119302,2.71118780861086,4,1,5,1.31906809040976,1.97953987464822,0.092504836675,0.262160628986607,0.660471784238453,1.45785,-0.417130203796018,7.700000048,"2000",2.20748527012234,-0.00299682961421999,0.282818870078047,1.02965910111497,-1.26070117125801,0.837419908225625,0.342270053438247,0.157095891020788,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2010,"Policy",1.37209029226273,1,"LH-Only budget","UH-Only budget","Proactive president",0.46517024530261,1.89290734846715,4,1,5,1.51482854441705,1.69008257705152,0.118363572090625,0.260914051077567,0.175254032634478,2.693125,-0.417543249218878,8.100000143,"2010",2.20448844050812,-0.83239814824539,1.31247797119302,-0.84730772589041,1.02965910111497,2.71118780861086,0.943741385519631,0.998916119323084,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2011,"Policy",1.36193881182719,1,"LH-Only budget","UH-Only budget","Proactive president",0.781253421063085,2.61899361060898,4,1,5,1.72942295686884,1.28903253516025,0.132655677783333,0.244661682181547,0.440390421708597,4.708535,-0.416413828140747,7.299999952,"2010",1.37209029226273,-0.01015148043554,0.46517024530261,0.316083175760475,-0.84730772589041,1.89290734846715,0.527212448397057,0.805329273570716,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2012,"Policy",1.51262747607191,1,"LH-Only budget","UH-Only budget","Proactive president",-0.394653514027848,2.37072707528199,4,1,5,1.96285132776516,0.776389748974386,0.135381153753125,0.213403522298549,1.18646157879077,1.945358,-0.416181490090388,6.399999857,"2010",1.36193881182719,0.15068866424472,0.781253421063085,-1.17590693509093,0.316083175760475,2.61899361060898,0.577575941551754,0.93719122142168,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2013,"Policy",1.3658659270671,1,"LH-Only budget","UH-Only budget","Proactive president",0.826905345807363,1.81608664670325,4,1,5,2.21511365710599,0.152154218493942,0.12654,0.167139571428571,2.06295943861205,1.522498,-0.416465458818604,6.2999999525,"2010",1.51262747607191,-0.14676154900481,-0.394653514027848,1.22155885983521,-1.17590693509093,2.37072707528199,0.362250663811067,0.641459670357294,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Brazil",2014,"Policy",1.51412966474052,1,"LH-Only budget","UH-Only budget","Proactive president",0.243416530669356,2.09429531527226,4,1,5,2.21511365710599,0.152154218493942,0.12654,0.167139571428571,2.06295943861205,0.649103,-0.415865252188512,6.6500000955,"2010",1.3658659270671,0.14826373767342,0.826905345807363,-0.583488815138007,1.22155885983521,1.81608664670325,0.592689418222887,0.874453000428248,"LH-Only budget:UH-Only budget:Proactive president",6,4
"Chile",1996,"Policy",1.030213945064,1,"LH-Limited powers","UH-Limited powers","Agenda-setting president",-0.177823173842382,2.0306222515594,4,3,3,1.46522065874438,-0.522973114303562,-0.0314836650678115,-0.0391097820874189,1.98819377304794,7.464085,0.194725142811779,6.700000048,"1990",1.03131243223365,-0.00109848716965,NA,NA,NA,NA,NA,NA,"LH-Limited powers:UH-Limited powers:Agenda-setting president",10,6
"Chile",1997,"Policy",1.80241525763147,1,"LH-Limited powers","UH-Limited powers","Agenda-setting president",0.553398504425258,0.435157935688923,4,3,3,1.33223592220194,-0.313447790166679,-0.0833004925867241,-0.0833004925867241,1.64568371236862,5.532465,0.0271866493115721,6.200000048,"1990",1.030213945064,0.77220131256747,-0.177823173842382,0.73122167826764,NA,2.0306222515594,0.335543622764927,0.510329289356895,"LH-Limited powers:UH-Limited powers:Agenda-setting president",10,6
"Chile",1998,"Policy",1.80254395828644,1,"LH-Limited powers","UH-Limited powers","Agenda-setting president",0.695971260861934,0.656811829177786,4,3,3,1.23147743157228,0.310702155765939,-0.110969328403417,-0.0990460550868367,0.92077527580634,3.515895,-0.15231887943865,6.200000048,"1990",1.80241525763147,0.000128700654969949,0.553398504425258,0.142572756436676,0.73122167826764,0.435157935688923,0.44461330781576,0.112365151240616,"LH-Limited powers:UH-Limited powers:Agenda-setting president",10,6
"Chile",1999,"Policy",1.84949316874481,1,"LH-Limited powers","UH-Limited powers","Agenda-setting president",0.591143383192316,2.20390253206501,4,3,3,1.16030122690478,1.14811675976184,-0.123950581452275,-0.0948857172783247,0.0121844671429394,-0.079515,-0.374905735088924,8.050000191,"1990",1.80254395828644,0.04694921045837,0.695971260861934,-0.104827877669618,0.142572756436676,0.656811829177786,0.464355619666344,0.25713618103695,"LH-Limited powers:UH-Limited powers:Agenda-setting president",10,6
