Country	Variable	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009
CostaRica	StdVATrate	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.77	0.81	0.81	0.62	0.62	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69
DominicanRep	StdVATrate	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.73	0.69	0.58	0.58	0.58	0.58	0.58
Ecuador	StdVATrate	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73
ElSalvador	StdVATrate	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.81	0.81	0.81	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69	0.69
Guatemala	StdVATrate	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.73	0.73	0.73	0.73	0.73	0.73
Honduras	StdVATrate	1	1	1	1	1	1	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73
Jamaica	StdVATrate	0.4	0.4	0.4	0.4	0.4	0.4	0.81	0.81	0.71	0.71	0.71	0.71	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.56	0.56	0.56	0.56
Mexico	StdVATrate	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.81	0.81	0.81	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62
Nicaragua	StdVATrate	0.62	1.19	1.19	0.81	0.81	0.62	0.62	0.81	0.81	0.81	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62
Paraguay	StdVATrate	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81
Peru	StdVATrate	0.77	0.95	0.96	0.78	0.62	0.57	0.63	0.51	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.46	0.46	0.46	0.46	0.46	0.46
TrinidadTobago	StdVATrate	0.31	0.31	0.31	0.31	0.31	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62	0.62
Uruguay	StdVATrate	0.42	0.42	0.39	0.39	0.39	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
Venezuela	StdVATrate	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.81	0.81	0.71	0.71	0.56	0.56	0.58	0.64	0.64	0.64	0.56	0.58	0.62	0.65	0.65	0.85	0.85
Argentina	PersonalIncomeTax	0.45	0.45	0.45	0.45	0.36	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
Bolivia	PersonalIncomeTax	0.3	0.3	0.1	0.1	0.1	0.1	0.1	0.1	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13
Brasil	PersonalIncomeTax	0.6	0.6	0.5	0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.35	0.3	0.25	0.25	0.25	0.28	0.28	0.28	0.28	0.28	0.27	0.27	0.27	0.27	0.27
Chile	PersonalIncomeTax	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.48	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4
Colombia	PersonalIncomeTax	0.49	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.38	0.38	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.39	0.39	0.34	0.33	0.33
CostaRica	PersonalIncomeTax	0.5	0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
DominicanRep	PersonalIncomeTax	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.3	0.27	0.26	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
Ecuador	PersonalIncomeTax	0.4	0.4	0.4	0.4	0.4	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.35	0.35
ElSalvador	PersonalIncomeTax	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.6	0.3	0.25	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
Guatemala	PersonalIncomeTax	0.48	0.48	0.48	0.34	0.34	0.34	0.34	0.34	0.25	0.25	0.3	0.3	0.3	0.3	0.3	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31
Honduras	PersonalIncomeTax	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.46	0.3	0.3	0.3	0.3	0.25	0.25	0.25	0.3	0.3	0.25	0.25	0.25	0.25	0.25
Jamaica	PersonalIncomeTax	0.58	0.33	0.33	0.33	0.33	0.33	0.33	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
Mexico	PersonalIncomeTax	0.55	0.55	0.55	0.5	0.45	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.4	0.4	0.4	0.34	0.33	0.3	0.29	0.28	0.28	0.28
Nicaragua	PersonalIncomeTax	0.53	0.53	.	.	.	.	0.6	0.39	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
Paraguay	PersonalIncomeTax	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1
Peru	PersonalIncomeTax	0.5	0.48	0.45	0.45	0.45	0.45	0.45	0.45	0.37	0.3	0.3	0.3	0.3	0.3	0.3	0.2	0.2	0.27	0.3	0.3	0.3	0.3	0.3	0.3	0.3
TrinidadTobago	PersonalIncomeTax	0.7	0.7	0.7	0.5	0.45	0.35	0.35	0.35	0.4	0.4	0.38	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.3	0.3	0.3	0.25	0.25	0.25	0.25
Uruguay	PersonalIncomeTax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25
Venezuela	PersonalIncomeTax	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.3	0.3	0.3	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34
Argentina	StdPersonalIncomeTax	0.38	0.38	0.38	0.38	0.51	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52
Bolivia	StdPersonalIncomeTax	0.59	0.59	0.86	0.86	0.86	0.86	0.86	0.86	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82	0.82
Brasil	StdPersonalIncomeTax	0.18	0.18	0.32	0.32	0.66	0.66	0.66	0.66	0.66	0.66	0.52	0.59	0.66	0.66	0.66	0.62	0.62	0.62	0.62	0.62	0.63	0.63	0.63	0.63	0.63
Chile	StdPersonalIncomeTax	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.34	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45
Colombia	StdPersonalIncomeTax	0.33	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.49	0.49	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.47	0.47	0.53	0.55	0.55
CostaRica	StdPersonalIncomeTax	0.32	0.32	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66
DominicanRep	StdPersonalIncomeTax	0	0	0	0	0	0	0	0.59	0.63	0.64	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66
Ecuador	StdPersonalIncomeTax	0.45	0.45	0.45	0.45	0.45	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.52	0.52
ElSalvador	StdPersonalIncomeTax	0.18	0.18	0.18	0.18	0.18	0.32	0.32	0.18	0.59	0.66	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59
Guatemala	StdPersonalIncomeTax	0.34	0.34	0.34	0.53	0.53	0.53	0.53	0.53	0.66	0.66	0.59	0.59	0.59	0.59	0.59	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58	0.58
Honduras	StdPersonalIncomeTax	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.37	0.59	0.59	0.59	0.59	0.66	0.66	0.66	0.59	0.59	0.66	0.66	0.66	0.66	0.66
Jamaica	StdPersonalIncomeTax	0.21	0.54	0.54	0.54	0.54	0.54	0.54	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66
Mexico	StdPersonalIncomeTax	0.25	0.25	0.25	0.32	0.38	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.45	0.45	0.45	0.53	0.55	0.59	0.6	0.62	0.62	0.62
Nicaragua	StdPersonalIncomeTax	0.28	0.28	NA	NA	NA	NA	0.18	0.47	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59	0.59
Paraguay	StdPersonalIncomeTax	0.59	0.59	0.59	0.59	0.59	0.59	0.59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.86	0.86	0.86
Peru	StdPersonalIncomeTax	0.32	0.34	0.38	0.38	0.38	0.38	0.38	0.38	0.49	0.59	0.59	0.59	0.59	0.59	0.59	0.73	0.73	0.63	0.59	0.59	0.59	0.59	0.59	0.59	0.59
TrinidadTobago	StdPersonalIncomeTax	0.04	0.04	0.04	0.32	0.38	0.52	0.52	0.52	0.45	0.45	0.48	0.52	0.52	0.52	0.52	0.52	0.52	0.52	0.59	0.59	0.59	0.66	0.66	0.66	0.66
Uruguay	StdPersonalIncomeTax	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.66	0.66	0.66
Venezuela	StdPersonalIncomeTax	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.59	0.59	0.59	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53	0.53
Argentina	CorporateIncomeTax	0.33	0.33	0.33	0.33	0.33	0.2	0.2	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35
Bolivia	CorporateIncomeTax	0.3	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
Brasil	CorporateIncomeTax	0.45	0.45	0.45	0.45	0.45	0.4	0.4	0.4	0.4	0.25	0.25	0.25	0.25	0.25	0.33	0.37	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34
Chile	CorporateIncomeTax	0.1	0.1	0.1	0.1	0.1	0.1	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.16	0.17	0.17	0.17	0.17	0.17	0.17	0.17
Colombia	CorporateIncomeTax	0.4	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0.34	0.33	0.33
CostaRica	CorporateIncomeTax	0.5	0.5	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
DominicanRep	CorporateIncomeTax	0.49	0.49	0.49	0.49	0.49	0.49	0.49	0.3	0.27	0.26	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.3	0.25	0.25	0.25
Ecuador	CorporateIncomeTax	0.4	0.4	0.4	0.4	0.4	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
ElSalvador	CorporateIncomeTax	0.35	0.35	0.35	0.35	0.35	0.3	0.3	0.35	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25
Guatemala	CorporateIncomeTax	0.42	0.42	0.42	0.34	0.34	0.34	0.34	0.34	0.25	0.25	0.25	0.25	0.35	0.35	0.35	0.25	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31	0.31
Honduras	CorporateIncomeTax	0.46	0.46	0.46	0.46	0.46	0.46	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.25	0.25	0.25	0.25	0.25	0.25	0.3	0.3	0.3	0.3	0.25
Jamaica	CorporateIncomeTax	0.45	0.45	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33	0.33
Mexico	CorporateIncomeTax	0.42	0.42	0.36	0.36	0.37	0.36	0.35	0.35	0.35	0.34	0.34	0.34	0.34	0.34	0.34	0.35	0.35	0.35	0.34	0.33	0.3	0.29	0.28	0.28	0.28
Nicaragua	CorporateIncomeTax	0.45	0.45	NA	NA	NA	NA	0.5	0.36	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
Paraguay	CorporateIncomeTax	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.2	0.1	0.1	0.1	0.1
Peru	CorporateIncomeTax	0.55	0.4	0.35	0.35	0.35	0.35	0.35	0.35	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.27	0.3	0.3	0.3	0.3	0.3	0.3
TrinidadTobago	CorporateIncomeTax	0.5	0.5	0.5	0.5	0.45	0.4	0.4	0.4	0.45	0.45	0.38	0.38	0.38	0.38	0.38	0.35	0.35	0.35	0.34	0.3	0.25	0.25	0.25	0.25	0.25
Uruguay	CorporateIncomeTax	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.25	0.25	0.25
Venezuela	CorporateIncomeTax	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.3	0.3	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34
Argentina	StdCorporateIncomeTax	0.4	0.4	0.4	0.4	0.4	0.64	0.64	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36
Bolivia	StdCorporateIncomeTax	0.45	1	1	1	1	1	1	1	1	1	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55
Brasil	StdCorporateIncomeTax	0.18	0.18	0.18	0.18	0.18	0.27	0.27	0.27	0.27	0.55	0.55	0.55	0.55	0.55	0.4	0.33	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38	0.38
Chile	StdCorporateIncomeTax	0.82	0.82	0.82	0.82	0.82	0.82	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.71	0.7	0.69	0.69	0.69	0.69	0.69	0.69
Colombia	StdCorporateIncomeTax	0.27	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.36	0.38	0.4	0.4
CostaRica	StdCorporateIncomeTax	0.09	0.09	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45	0.45
DominicanRep	StdCorporateIncomeTax	0.11	0.11	0.11	0.1	0.1	0.1	0.1	0.45	0.51	0.53	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.45	0.55	0.55	0.55
Ecuador	StdCorporateIncomeTax	0.27	0.27	0.27	0.27	0.27	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55
