Country	Variable	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009
Peru	PrivatizationIndex	0	0	0	0	0	0	0	0	0	0.07	0.11	0.19	0.21	0.24	0.27	0.29	0.33	0.34	0.37	0.38	0.39	0.42	0.44	0.46	0.48
TrinidadTobago	PrivatizationIndex																									
Uruguay	PrivatizationIndex	0	0	0	0	0	0	0	0	0	0.01	0.02	0.02	0.02	0.02	0.02	0.06	0.07	0.07	0.09	0.1	0.1	0.1	0.1	0.11	0.11
Venezuela	PrivatizationIndex	0	0	0	0	0	0	0.06	0.06	0.08	0.1	0.1	0.14	0.15	0.17	0.19	0.2	0.21	0.21	0.22	0.22	0.23	0.24	0.23	0.23	0.23
Argentina	NetPrivatization2GDP	0	0	0	0	0	0.02	0.04	0.07	0.11	0.13	0.16	0.18	0.2	0.23	0.25	0.27	0.28	0.29	0.29	0.3	0.3	0.32	0.33	0.33	0.34
Bolivia	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0	0.04	0.08	0.17	0.45	0.51	0.55	0.57	0.64	0.65	0.67	0.68	0.69	0.71	0.71	0.71
Brasil	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0.04	0.1	0.13	0.16	0.19	0.21	0.22	0.23	0.24	0.26	0.27	0.29	0.31
Chile	NetPrivatization2GDP	0	0	0.01	0.02	0.05	0.09	0.1	0.11	0.13	0.15	0.17	0.2	0.26	0.29	0.37	0.4	0.45	0.47	0.49	0.5	0.51	0.52	0.54	0.55	0.56
Colombia	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0.01	0.03	0.04	0.06	0.1	0.11	0.11	0.13	0.13	0.13	0.14	0.14	0.15	0.16	0.17	0.19	0.19
CostaRica	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.02	0.03	0.03	0.04	0.04	0.04	0.04	0.04	0.06	0.06	0.07	0.07	0.08
DominicanRep	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0.01	0.03	0.03	0.03	0.03	0.07	0.11	0.14	0.16	0.17	0.17	0.18	0.18	0.19	0.19	0.2
Ecuador	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0	0	0.02	0.03	0.06	0.06	0.07	0.09	0.09	0.1	0.11	0.13	0.15	0.16	0.18	0.19
ElSalvador	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0	0.01	0.02	0.02	0.1	0.14	0.16	0.17	0.18	0.19	0.21	0.22	0.23	0.25	0.26	0.26
Guatemala	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0.01	0.01	0.04	0.05	0.14	0.17	0.18	0.18	0.19	0.19	0.2	0.2	0.21	0.23	0.25	0.25
Honduras	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0.02	0.02	0.03	0.03	0.04	0.05	0.07	0.09	0.09	0.15	0.15	0.15	0.16	0.18	0.2	0.22
Jamaica	NetPrivatization2GDP	0	0	0	0	0	0.02	0.02	0.02	0.03	0.08	0.1	0.1	0.11	0.11	0.11	0.11	0.16	0.22	0.25	0.25	0.25	0.27	0.27	0.28	0.28
Mexico	NetPrivatization2GDP	0	0	0	0	0.01	0.03	0.05	0.06	0.07	0.07	0.08	0.09	0.1	0.11	0.11	0.12	0.13	0.14	0.14	0.15	0.15	0.16	0.17	0.17	0.18
Nicaragua	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0	0	0.02	0.02	0.03	0.07	0.13	0.14	0.16	0.16	0.17	0.18	0.2	0.23	0.26	0.26
Paraguay	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.02	0.03	0.04	0.05	0.06	0.06	0.07	0.07	0.08	0.09	0.11	0.12	0.12
Peru	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0.05	0.08	0.13	0.15	0.17	0.19	0.21	0.23	0.24	0.26	0.27	0.28	0.3	0.31	0.33	0.34
TrinidadTobago	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uruguay	NetPrivatization2GDP	0	0	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.04	0.05	0.05	0.06	0.07	0.07	0.07	0.07	0.08	0.08
Venezuela	NetPrivatization2GDP	0	0	0	0	0	0	0.04	0.04	0.05	0.07	0.07	0.1	0.11	0.12	0.13	0.14	0.15	0.15	0.15	0.16	0.16	0.17	0.16	0.16	0.16
