"country"	"year"	"policy.index"
"Chile"	1985	-0.3741135
"Chile"	1986	-0.327176
"Chile"	1987	-0.322546
"Chile"	1988	0.1077595
"Chile"	1989	0.086962
"Chile"	1990	0.3291455
"Chile"	1991	0.3301365
"Chile"	1992	0.3200005
"Chile"	1993	0.3238185
"Chile"	1994	0.3232155
"Chile"	1995	0.3534225
"Chile"	1996	0.2448345
"Chile"	1997	0.4308335
"Chile"	1998	0.4213575
"Chile"	1999	0.961367
"Chile"	2000	0.936775
"Chile"	2001	1.922205
"Chile"	2002	2.051765
"Chile"	2003	1.96474
"Chile"	2004	1.985685
"Chile"	2005	1.949595
"Chile"	2006	1.94851
"Chile"	2007	1.973495
"Chile"	2008	1.94422
"Chile"	2009	1.83829
"Chile"	2010	1.38027
"Chile"	2011	1.355335
"Chile"	2012	1.33466
"Chile"	2013	1.131035
"Chile"	2014	0.751728
"Colombia"	1985	-2.255875
"Colombia"	1986	-1.581805
"Colombia"	1987	-1.580055
"Colombia"	1988	-1.593895
"Colombia"	1989	-1.5723
"Colombia"	1990	-1.290575
"Colombia"	1991	-0.07306245
"Colombia"	1992	-0.494274
"Colombia"	1993	-0.5088695
"Colombia"	1994	-0.4706615
"Colombia"	1995	-0.44596
"Colombia"	1996	-0.4483915
"Colombia"	1997	-0.190964
"Colombia"	1998	-0.2388565
"Colombia"	1999	-0.164839
"Colombia"	2000	-0.1517175
"Colombia"	2001	-0.08904525
"Colombia"	2002	-0.166993
"Colombia"	2003	-0.1663025
"Colombia"	2004	0.06638755
"Colombia"	2005	0.07249285
"Colombia"	2006	0.1327135
"Colombia"	2007	0.0316975
"Colombia"	2008	0.2445785
"Colombia"	2009	0.0691001
"Colombia"	2010	-0.129467
"Colombia"	2011	0.3538365
"Colombia"	2012	0.3846115
"Colombia"	2013	0.3590265
"Colombia"	2014	0.4814705
"CostaRica"	1985	-2.159185
"CostaRica"	1986	-0.9327205
"CostaRica"	1987	-0.6872715
"CostaRica"	1988	-0.65607
"CostaRica"	1989	-0.6551355
"CostaRica"	1990	-0.6889045
"CostaRica"	1991	-0.5950435
"CostaRica"	1992	-0.5905305
"CostaRica"	1993	-0.647649
"CostaRica"	1994	-0.0714762
"CostaRica"	1995	-0.05786575
"CostaRica"	1996	-0.713264
"CostaRica"	1997	-0.699192
"CostaRica"	1998	-0.310159
"CostaRica"	1999	-0.03457825
"CostaRica"	2000	0.2479865
"CostaRica"	2001	0.2727745
"CostaRica"	2002	0.259304
"CostaRica"	2003	0.2680755
"CostaRica"	2004	0.249964
"CostaRica"	2005	0.2790005
"CostaRica"	2006	0.248196
"CostaRica"	2007	0.2470345
"CostaRica"	2008	0.2562255
"CostaRica"	2009	0.270714
"CostaRica"	2010	0.763679
"CostaRica"	2011	0.712958
"CostaRica"	2012	0.726622
"CostaRica"	2013	0.7146605
"CostaRica"	2014	0.8028455
"Ecuador"	1985	-1.59704
"Ecuador"	1986	-1.95747
"Ecuador"	1987	-1.94821
"Ecuador"	1988	-2.131075
"Ecuador"	1989	-1.87179
"Ecuador"	1990	-1.19632
"Ecuador"	1991	-1.26365
"Ecuador"	1992	-0.2090595
"Ecuador"	1993	0.162263
"Ecuador"	1994	-0.164361
"Ecuador"	1995	-0.13357
"Ecuador"	1996	-0.117102
"Ecuador"	1997	-0.1239405
"Ecuador"	1998	-0.0780068
"Ecuador"	1999	0.000136189
"Ecuador"	2000	-0.0668912
"Ecuador"	2001	0.159538
"Ecuador"	2002	0.121534
"Ecuador"	2003	0.1132
"Ecuador"	2004	0.316767
"Ecuador"	2005	0.102454
"Ecuador"	2006	0.1068765
"Ecuador"	2007	0.0647212
"Ecuador"	2008	0.125665
"Ecuador"	2009	-0.2000645
"Ecuador"	2010	0.47037
"Ecuador"	2011	0.1483265
"Ecuador"	2012	0.162997
"Ecuador"	2013	-0.3175035
"Ecuador"	2014	0.145687
"ElSalvador"	1985	-1.575705
"ElSalvador"	1986	-1.44351
"ElSalvador"	1987	-1.319555
"ElSalvador"	1988	-1.301795
"ElSalvador"	1989	-0.9650775
"ElSalvador"	1990	-0.870454
"ElSalvador"	1991	-0.837778
"ElSalvador"	1992	-0.5956415
"ElSalvador"	1993	-0.2416475
"ElSalvador"	1994	0.113493
"ElSalvador"	1995	0.179617
"ElSalvador"	1996	0.3982545
"ElSalvador"	1997	0.3840735
"ElSalvador"	1998	0.702821
"ElSalvador"	1999	0.6577555
"ElSalvador"	2000	0.7475235
"ElSalvador"	2001	0.583963
"ElSalvador"	2002	0.5455445
"ElSalvador"	2003	0.5649575
"ElSalvador"	2004	0.602153
"ElSalvador"	2005	0.74996
"ElSalvador"	2006	0.7676845
"ElSalvador"	2007	0.7943225
"ElSalvador"	2008	0.764899
"ElSalvador"	2009	0.748675
"ElSalvador"	2010	0.6247065
"ElSalvador"	2011	0.621399
"ElSalvador"	2012	0.6174135
"ElSalvador"	2013	0.628745
"ElSalvador"	2014	0.666408
"Guatemala"	1985	-2.382405
"Guatemala"	1986	-2.396025
"Guatemala"	1987	-1.633605
"Guatemala"	1988	-1.33984
"Guatemala"	1989	-0.451239
"Guatemala"	1990	-0.1893385
"Guatemala"	1991	-0.204706
"Guatemala"	1992	-0.148123
"Guatemala"	1993	-0.196811
"Guatemala"	1994	0.482968
"Guatemala"	1995	0.525842
"Guatemala"	1996	0.593327
"Guatemala"	1997	0.4466145
"Guatemala"	1998	0.7290305
"Guatemala"	1999	0.755596
"Guatemala"	2000	0.6692835
"Guatemala"	2001	0.731388
"Guatemala"	2002	0.682362
"Guatemala"	2003	0.7118695
"Guatemala"	2004	0.690818
"Guatemala"	2005	0.687092
"Guatemala"	2006	0.719632
"Guatemala"	2007	0.9918095
"Guatemala"	2008	0.9370185
"Guatemala"	2009	0.910052
"Guatemala"	2010	1.01022
"Guatemala"	2011	0.8642135
"Guatemala"	2012	0.876311
"Guatemala"	2013	1.30317
"Guatemala"	2014	1.23083
"Honduras"	1985	-2.152145
"Honduras"	1986	-1.630075
"Honduras"	1987	-1.6713
"Honduras"	1988	-1.65735
"Honduras"	1989	-1.633775
"Honduras"	1990	-1.23695
"Honduras"	1991	-1.27137
"Honduras"	1992	-0.8460095
"Honduras"	1993	-0.564008
"Honduras"	1994	-0.515429
"Honduras"	1995	-0.08892485
"Honduras"	1996	-0.3651515
"Honduras"	1997	-0.425291
"Honduras"	1998	-0.3626805
"Honduras"	1999	0.108394
"Honduras"	2000	0.2423985
"Honduras"	2001	0.4490865
"Honduras"	2002	0.398061
"Honduras"	2003	0.440736
"Honduras"	2004	0.3924085
"Honduras"	2005	0.4071375
"Honduras"	2006	0.3995665
"Honduras"	2007	0.460635
"Honduras"	2008	0.695429
"Honduras"	2009	0.60382
"Honduras"	2010	0.2396195
"Honduras"	2011	0.241538
"Honduras"	2012	0.1248425
"Honduras"	2013	0.278738
"Honduras"	2014	-0.279343
"Mexico"	1985	-1.744655
"Mexico"	1986	-1.66868
"Mexico"	1987	-1.113655
"Mexico"	1988	-0.885457
"Mexico"	1989	-0.487163
"Mexico"	1990	-0.01663435
"Mexico"	1991	0.06128295
"Mexico"	1992	0.0726224
"Mexico"	1993	0.338996
"Mexico"	1994	0.325396
"Mexico"	1995	-0.1796945
"Mexico"	1996	-0.2086585
"Mexico"	1997	-0.1116795
"Mexico"	1998	-0.01534825
"Mexico"	1999	-0.0297859
"Mexico"	2000	0.08617695
"Mexico"	2001	0.0968657
"Mexico"	2002	-0.1284345
"Mexico"	2003	-0.0994207
"Mexico"	2004	0.1063435
"Mexico"	2005	-0.02634755
"Mexico"	2006	0.206436
"Mexico"	2007	-0.03568435
"Mexico"	2008	0.0716224
"Mexico"	2009	0.0449819
"Mexico"	2010	0.655796
"Mexico"	2011	0.661175
"Mexico"	2012	0.669228
"Mexico"	2013	0.601553
"Mexico"	2014	0.587532
"Nicaragua"	1985	-2.48622
"Nicaragua"	1986	-2.05133
"Nicaragua"	1987	-1.28787
"Nicaragua"	1988	-1.781705
"Nicaragua"	1989	-1.63378
"Nicaragua"	1990	-0.198643
"Nicaragua"	1991	-1.714155
"Nicaragua"	1992	-1.04761
"Nicaragua"	1993	-0.294387
"Nicaragua"	1994	-0.2622745
"Nicaragua"	1995	0.144846
"Nicaragua"	1996	0.448604
"Nicaragua"	1997	0.734541
"Nicaragua"	1998	0.439575
"Nicaragua"	1999	0.1646845
"Nicaragua"	2000	0.7658
"Nicaragua"	2001	0.6186785
"Nicaragua"	2002	0.644898
"Nicaragua"	2003	0.6150375
"Nicaragua"	2004	0.6485795
"Nicaragua"	2005	0.6296685
"Nicaragua"	2006	0.641298
"Nicaragua"	2007	0.8761655
"Nicaragua"	2008	0.8834455
"Nicaragua"	2009	0.8149045
"Nicaragua"	2010	1.021515
"Nicaragua"	2011	0.95364
"Nicaragua"	2012	0.963825
"Nicaragua"	2013	0.962351
"Nicaragua"	2014	0.7584575
"Panama"	1985	-0.0354832
"Panama"	1986	0.014056
"Panama"	1987	0.009235125
"Panama"	1988	0.007182085
"Panama"	1989	0.0192508
"Panama"	1990	-0.0192857
"Panama"	1991	-0.0256223
"Panama"	1992	0.01759505
"Panama"	1993	0.0352641
"Panama"	1994	0.766677
"Panama"	1995	0.9085545
"Panama"	1996	0.8941625
"Panama"	1997	0.3228255
"Panama"	1998	0.9544015
"Panama"	1999	0.7463415
"Panama"	2000	0.8367155
"Panama"	2001	0.6455555
"Panama"	2002	0.686951
"Panama"	2003	0.6175955
"Panama"	2004	0.594541
"Panama"	2005	0.5551095
"Panama"	2006	0.5751185
"Panama"	2007	0.677878
"Panama"	2008	0.704406
"Panama"	2009	0.574795
"Panama"	2010	0.771553
"Panama"	2011	0.925005
"Panama"	2012	0.825318
"Panama"	2013	0.919865
"Panama"	2014	0.532031
"Paraguay"	1985	-1.790405
"Paraguay"	1986	-1.069845
"Paraguay"	1987	-1.320795
"Paraguay"	1988	-1.085615
"Paraguay"	1989	-1.39097
"Paraguay"	1990	-0.677226
"Paraguay"	1991	-0.191589
"Paraguay"	1992	0.3182805
"Paraguay"	1993	0.2871325
"Paraguay"	1994	0.3002425
"Paraguay"	1995	-0.04192095
"Paraguay"	1996	-0.2005365
"Paraguay"	1997	-0.0228231
"Paraguay"	1998	-0.02760975
"Paraguay"	1999	0.1822205
"Paraguay"	2000	0.180073
"Paraguay"	2001	0.1254845
"Paraguay"	2002	0.1678165
"Paraguay"	2003	0.150597
"Paraguay"	2004	0.1328845
"Paraguay"	2005	0.311239
"Paraguay"	2006	0.95538
"Paraguay"	2007	0.540762
"Paraguay"	2008	0.538872
"Paraguay"	2009	0.33978
"Paraguay"	2010	0.782682
"Paraguay"	2011	0.809475
"Paraguay"	2012	0.982267
"Paraguay"	2013	1.01268
"Paraguay"	2014	1.05341
"Peru"	1985	-2.562145
"Peru"	1986	-2.55885
"Peru"	1987	-2.2147
"Peru"	1988	-2.239035
"Peru"	1989	-2.262945
"Peru"	1990	-1.22127
"Peru"	1991	-0.8956535
"Peru"	1992	0.121712
"Peru"	1993	0.2159585
"Peru"	1994	0.2673195
"Peru"	1995	0.3126345
"Peru"	1996	0.5050175
"Peru"	1997	0.4228865
"Peru"	1998	0.5076425
"Peru"	1999	0.6003855
"Peru"	2000	0.563987
"Peru"	2001	0.544989
"Peru"	2002	0.4642135
"Peru"	2003	1.048955
"Peru"	2004	0.4432585
"Peru"	2005	0.408678
"Peru"	2006	0.505012
"Peru"	2007	0.4962245
"Peru"	2008	0.7669765
"Peru"	2009	0.91358
"Peru"	2010	0.7566085
"Peru"	2011	0.7096055
"Peru"	2012	0.5731155
"Peru"	2013	0.7440515
"Peru"	2014	0.8173935
"DominicanRep"	1985	-2.09703
"DominicanRep"	1986	-2.12166
"DominicanRep"	1987	-1.921375
"DominicanRep"	1988	-1.931585
"DominicanRep"	1989	-2.234515
"DominicanRep"	1990	-1.6265
"DominicanRep"	1991	-1.3515
"DominicanRep"	1992	-1.040985
"DominicanRep"	1993	-1.05824
"DominicanRep"	1994	-0.424364
"DominicanRep"	1995	-0.0981083
"DominicanRep"	1996	-0.302593
"DominicanRep"	1997	-0.3097845
"DominicanRep"	1998	-0.321523
"DominicanRep"	1999	-0.257687
"DominicanRep"	2000	-0.0023877
"DominicanRep"	2001	0.3672785
"DominicanRep"	2002	0.464818
"DominicanRep"	2003	0.36891
"DominicanRep"	2004	0.3042875
"DominicanRep"	2005	0.5134385
"DominicanRep"	2006	0.5082685
"DominicanRep"	2007	0.526996
"DominicanRep"	2008	0.523972
"DominicanRep"	2009	0.513543
"DominicanRep"	2010	0.6612865
"DominicanRep"	2011	0.6828025
"DominicanRep"	2012	0.651306
"DominicanRep"	2013	0.667254
"DominicanRep"	2014	0.449861
"Uruguay"	1985	-0.0852663
"Uruguay"	1986	-0.06108325
"Uruguay"	1987	0.4072195
"Uruguay"	1988	0.3948975
"Uruguay"	1989	0.368488
"Uruguay"	1990	0.663878
"Uruguay"	1991	0.652699
"Uruguay"	1992	0.627625
"Uruguay"	1993	-0.3572415
"Uruguay"	1994	-0.005218685
"Uruguay"	1995	0.0578159
"Uruguay"	1996	0.2637515
"Uruguay"	1997	0.282803
"Uruguay"	1998	0.273372
"Uruguay"	1999	0.254712
"Uruguay"	2000	0.333276
"Uruguay"	2001	0.2755255
"Uruguay"	2002	0.254176
"Uruguay"	2003	0.2377685
"Uruguay"	2004	0.2602905
"Uruguay"	2005	0.255224
"Uruguay"	2006	0.227194
"Uruguay"	2007	0.116159
"Uruguay"	2008	0.1368105
"Uruguay"	2009	0.123819
"Uruguay"	2010	1.013115
"Uruguay"	2011	0.998807
"Uruguay"	2012	0.897817
"Uruguay"	2013	0.961751
"Uruguay"	2014	0.8344175
"Venezuela"	1985	-1.844495
"Venezuela"	1986	-1.85753
"Venezuela"	1987	-1.88943
"Venezuela"	1988	-1.849695
"Venezuela"	1989	-1.697235
"Venezuela"	1990	-1.237105
"Venezuela"	1991	-0.658331
"Venezuela"	1992	-0.4385645
"Venezuela"	1993	-0.714199
"Venezuela"	1994	-0.668658
"Venezuela"	1995	-0.716401
"Venezuela"	1996	0.0527253
"Venezuela"	1997	0.1703075
"Venezuela"	1998	0.2097345
"Venezuela"	1999	0.27405
"Venezuela"	2000	0.26183
"Venezuela"	2001	0.1936575
"Venezuela"	2002	0.0838041
"Venezuela"	2003	0.0711582
"Venezuela"	2004	0.06955615
"Venezuela"	2005	0.0802714
"Venezuela"	2006	-0.395851
"Venezuela"	2007	-0.4188485
"Venezuela"	2008	-0.41272
"Venezuela"	2009	-0.4031525
"Venezuela"	2010	-0.681974
"Venezuela"	2011	-0.585694
"Venezuela"	2012	-0.5837615
"Venezuela"	2013	-0.6137825
"Venezuela"	2014	-0.650088
